timestamp,cpu_percent,ram_percent,bytes_sent,bytes_recv,process_count,process_list,xmrig_detected,label
2025-11-24T08:00:09.438818,34.52,61.65,3230,15581,125,chrome.exe:5.7:3.7|Code.exe:5.0:2.1|node.exe:2.4:1.2|explorer.exe:1.7:1.1|svchost.exe:0.1:0.7|discord.exe:1.1:1.5,0,0
2025-11-24T14:15:29.438818,90.59,40.46,18166,56630,91,xmrig.exe:93.0:0.6|chrome.exe:1.4:1.4|svchost.exe:0.0:0.2|explorer.exe:1.0:0.5,1,1
2025-11-24T10:32:09.438818,71.67,35.0,51173,0,126,msbuild.exe:30.5:5.0|cl.exe:14.3:1.1|ffmpeg.exe:41.0:2.9|chrome.exe:8.0:4.0|Code.exe:2.7:2.8,0,0
2025-11-24T12:04:19.438818,90.0,38.11,31712,51190,103,xmrig.exe:76.0:1.7|chrome.exe:0.5:2.9|svchost.exe:0.7:0.3|explorer.exe:0.3:0.4,1,1
2025-11-24T13:10:29.438818,98.54,57.44,26803,19851,139,xmrig.exe:82.7:2.4|chrome.exe:4.9:2.2|svchost.exe:1.4:0.5|explorer.exe:0.0:0.5,1,1
2025-11-24T07:30:09.438818,40.44,52.09,6711,24258,153,chrome.exe:7.8:1.0|Code.exe:1.6:2.9|node.exe:0.8:0.8|explorer.exe:1.9:1.2|svchost.exe:0.3:0.6,0,0
2025-11-24T09:03:39.438818,25.52,25.0,15105,9042,112,chrome.exe:5.8:3.4|Code.exe:1.6:1.5|node.exe:2.3:1.6|explorer.exe:0.0:1.1|svchost.exe:0.1:0.4|discord.exe:0.9:0.6,0,0
2025-11-24T11:42:29.438818,92.75,90.0,14643,53215,108,xmrig.exe:87.4:2.0|chrome.exe:4.4:2.6|svchost.exe:1.4:0.1|explorer.exe:0.8:0.2,1,1
2025-11-24T07:42:59.438818,15.42,25.15,2571,13048,107,chrome.exe:4.4:1.8|Code.exe:0.5:2.8|node.exe:2.0:1.7|explorer.exe:1.5:0.6|svchost.exe:0.3:0.2|steam.exe:2.6:0.8,0,0
2025-11-24T10:32:59.438818,45.91,64.33,5876,42483,150,msbuild.exe:10.5:2.4|cl.exe:14.6:1.1|ffmpeg.exe:33.1:4.7|chrome.exe:7.0:1.0|Code.exe:5.2:1.6,0,0
2025-11-24T11:03:09.438818,67.16,80.0,20939,21446,154,msbuild.exe:26.0:5.2|cl.exe:17.2:1.8|ffmpeg.exe:22.5:8.3|chrome.exe:5.0:1.4|Code.exe:4.7:1.7|python.exe:12.7:2.5,0,0
2025-11-24T08:57:29.438818,30.0,38.77,31705,6360,129,chrome.exe:2.1:3.7|Code.exe:2.6:2.2|node.exe:1.9:1.1|explorer.exe:0.6:0.8|svchost.exe:0.7:0.7|discord.exe:0.7:1.4,0,0
2025-11-24T14:08:29.438818,88.91,86.27,14288,59998,141,xmrig.exe:87.6:2.8|chrome.exe:0.3:2.8|svchost.exe:0.7:0.1|explorer.exe:0.7:0.3,1,1
2025-11-24T11:38:19.438818,98.73,45.89,14122,38141,162,xmrig.exe:94.2:2.7|chrome.exe:4.8:1.4|svchost.exe:1.4:0.2|explorer.exe:0.8:1.0,1,1
2025-11-24T13:30:29.438818,93.91,78.41,21328,40473,146,xmrig.exe:99.3:1.2|chrome.exe:0.0:1.3|svchost.exe:1.0:0.3|explorer.exe:0.6:0.7,1,1
2025-11-24T13:40:49.438818,93.69,24.77,31232,64556,100,xmrig.exe:93.9:2.6|chrome.exe:2.3:1.6|svchost.exe:0.9:0.6|explorer.exe:0.8:0.4,1,1
2025-11-24T12:55:09.438818,98.23,87.66,0,91578,113,miner.exe:84.2:0.6|chrome.exe:1.7:1.2|svchost.exe:0.7:0.3,0,1
2025-11-24T07:08:49.438818,17.81,42.22,34146,103822,125,chrome.exe:2.8:1.9|Code.exe:4.3:0.9|node.exe:2.6:1.4|explorer.exe:0.1:0.9|svchost.exe:0.8:0.2|steam.exe:1.6:0.7|discord.exe:0.9:1.3,0,0
2025-11-24T07:54:29.438818,19.42,61.33,38366,60947,148,chrome.exe:8.0:2.3|Code.exe:1.2:1.4|node.exe:1.7:1.5|explorer.exe:1.2:0.3|svchost.exe:0.4:0.4|steam.exe:1.0:1.5,0,0
2025-11-24T11:03:49.438818,90.0,35.0,59906,420045,181,msbuild.exe:23.8:2.0|cl.exe:5.2:1.5|ffmpeg.exe:33.8:7.9|chrome.exe:7.5:1.9|Code.exe:5.5:0.9,0,0
2025-11-24T07:30:39.438818,10.76,70.0,9003,4525,116,chrome.exe:5.6:3.3|Code.exe:3.0:2.8|node.exe:0.4:0.7|explorer.exe:1.3:0.4|svchost.exe:0.6:0.5,0,0
2025-11-24T08:50:19.438818,5.0,29.64,0,18091,99,chrome.exe:5.0:1.0|Code.exe:3.1:0.9|node.exe:0.5:0.4|explorer.exe:1.4:1.1|svchost.exe:0.6:0.1|discord.exe:1.4:0.6,0,0
2025-11-24T13:50:09.438818,96.79,63.37,56855,70410,106,xmrig.exe:96.6:2.1|chrome.exe:3.1:2.6|svchost.exe:1.0:0.6|explorer.exe:0.3:0.5,1,1
2025-11-24T14:16:39.438818,86.56,36.81,15385,39224,122,xmrig.exe:86.4:2.1|chrome.exe:4.9:2.4|svchost.exe:0.8:0.4|explorer.exe:0.2:1.0,1,1
2025-11-24T08:50:09.438818,31.01,46.97,8647,10363,129,chrome.exe:0.3:1.8|Code.exe:3.2:2.0|node.exe:1.6:1.3|explorer.exe:0.2:1.1|svchost.exe:0.6:0.8,0,0
2025-11-24T14:15:49.438818,97.72,85.53,14919,28462,120,xmrig.exe:90.3:1.2|chrome.exe:4.4:2.5|svchost.exe:0.3:0.3|explorer.exe:0.5:0.2,1,1
2025-11-24T14:18:29.438818,98.28,74.95,45215,63804,141,xmrig.exe:81.6:2.1|chrome.exe:0.7:1.1|svchost.exe:1.4:0.4|explorer.exe:0.8:0.2,1,1
2025-11-24T12:24:29.438818,85.18,38.75,33234,54184,156,xmrig.exe:97.7:0.8|chrome.exe:3.9:2.3|svchost.exe:0.2:0.7|explorer.exe:1.0:0.3,1,1
2025-11-24T14:11:39.438818,89.51,69.02,21332,34797,135,xmrig.exe:96.0:2.8|chrome.exe:2.7:2.4|svchost.exe:0.5:0.5|explorer.exe:0.9:0.6,1,1
2025-11-24T13:21:49.438818,93.52,48.57,17293,62809,143,xmrig.exe:98.7:1.9|chrome.exe:0.2:1.0|svchost.exe:0.8:0.8|explorer.exe:0.8:0.3,1,1
2025-11-24T10:39:59.438818,45.0,78.57,256836,0,145,msbuild.exe:26.4:5.9|cl.exe:16.1:3.4|ffmpeg.exe:21.0:9.1|chrome.exe:5.6:1.4|Code.exe:2.4:2.2,0,0
2025-11-24T11:25:29.438818,77.77,80.0,78650,54547,170,msbuild.exe:18.0:5.7|cl.exe:14.1:2.0|ffmpeg.exe:41.8:4.4|chrome.exe:1.3:2.6|Code.exe:4.9:2.5|python.exe:5.2:1.9,0,0
2025-11-24T11:39:49.438818,87.35,81.21,34530,35501,140,xmrig.exe:91.4:0.8|chrome.exe:1.9:2.1|svchost.exe:0.1:0.7|explorer.exe:0.7:0.5,1,1
2025-11-24T10:57:09.438818,53.76,35.0,0,5393,110,msbuild.exe:11.9:3.4|cl.exe:11.7:1.4|ffmpeg.exe:42.5:7.9|chrome.exe:4.4:1.9|Code.exe:4.4:0.8,0,0
2025-11-24T07:40:09.438818,33.15,39.44,0,14658,73,chrome.exe:5.2:4.0|Code.exe:1.3:1.7|node.exe:1.6:0.4|explorer.exe:1.4:0.8|svchost.exe:0.2:0.6|steam.exe:1.6:1.7,0,0
2025-11-24T12:42:29.438818,86.93,25.16,34700,43086,152,xmrig.exe:77.2:1.6|chrome.exe:2.9:1.2|svchost.exe:0.6:0.6|explorer.exe:0.2:0.3,1,1
2025-11-24T14:08:39.438818,95.01,40.31,45004,48854,159,xmrig.exe:91.9:2.0|chrome.exe:0.8:1.4|svchost.exe:1.0:0.5|explorer.exe:0.5:0.7,1,1
2025-11-24T09:18:19.438818,43.1,25.0,5149,689,113,chrome.exe:0.6:1.7|Code.exe:0.3:1.7|node.exe:0.2:1.0|explorer.exe:1.6:0.9|svchost.exe:0.5:0.2|steam.exe:0.5:1.6,0,0
2025-11-24T14:13:39.438818,85.0,81.08,38593,19506,165,xmrig.exe:95.9:1.0|chrome.exe:2.8:1.0|svchost.exe:0.8:0.4|explorer.exe:0.3:0.9,1,1
2025-11-24T12:32:09.438818,99.0,38.32,5866,25524,106,xmrig.exe:86.5:1.4|chrome.exe:3.2:1.9|svchost.exe:0.4:0.6|explorer.exe:0.7:1.0,1,1
2025-11-24T12:06:19.438818,97.01,57.05,26031,33228,168,xmrig.exe:76.6:2.4|chrome.exe:1.4:2.9|svchost.exe:0.4:0.6|explorer.exe:0.3:0.4,1,1
2025-11-24T13:39:59.438818,94.39,78.12,56519,49472,99,xmrig.exe:79.5:1.7|chrome.exe:1.0:2.7|svchost.exe:0.7:0.3|explorer.exe:0.3:0.5,1,1
2025-11-24T10:13:59.438818,23.28,47.22,7002,14879,115,chrome.exe:4.6:0.8|Code.exe:1.6:1.2|node.exe:2.5:1.3|explorer.exe:1.8:0.4|svchost.exe:0.3:0.5,0,0
2025-11-24T13:58:29.438818,91.44,49.1,27458,18735,129,xmrig.exe:95.2:1.6|chrome.exe:3.5:1.7|svchost.exe:0.1:0.5|explorer.exe:0.6:0.7,1,1
2025-11-24T08:20:59.438818,36.8,40.93,913,1954,123,chrome.exe:4.3:1.6|Code.exe:2.0:1.5|node.exe:3.5:1.7|explorer.exe:2.0:0.4|svchost.exe:0.7:0.8|discord.exe:0.7:0.4,0,0
2025-11-24T07:37:19.438818,14.85,70.0,0,13011,74,chrome.exe:1.5:1.6|Code.exe:4.0:2.1|node.exe:2.6:0.5|explorer.exe:1.0:0.5|svchost.exe:0.1:0.3,0,0
2025-11-24T07:59:29.438818,31.06,44.64,9161,1947,128,chrome.exe:3.9:0.7|Code.exe:0.6:1.9|node.exe:3.4:0.8|explorer.exe:0.7:0.8|svchost.exe:0.5:0.4|discord.exe:1.1:0.4,0,0
2025-11-24T12:31:19.438818,99.62,39.73,21653,48484,124,xmrig.exe:99.9:2.9|chrome.exe:2.0:1.8|svchost.exe:0.1:0.3|explorer.exe:0.9:0.3,1,1
2025-11-24T12:55:29.438818,99.32,80.79,44941,43248,137,xmrig.exe:95.7:2.2|chrome.exe:2.6:1.7|svchost.exe:1.1:0.1|explorer.exe:0.1:0.3,1,1
2025-11-24T07:25:59.438818,13.39,26.33,13730,78180,113,chrome.exe:6.3:2.5|Code.exe:3.8:1.2|node.exe:3.4:1.8|explorer.exe:1.7:0.7|svchost.exe:0.1:0.6|steam.exe:0.4:1.0,0,0
2025-11-24T08:48:29.438818,19.58,51.25,8737,8481,74,chrome.exe:2.8:0.7|Code.exe:2.1:2.4|node.exe:3.7:1.8|explorer.exe:1.0:0.3|svchost.exe:0.7:0.2,0,0
2025-11-24T11:48:49.438818,98.95,22.73,36049,34337,157,xmrig.exe:83.8:1.6|chrome.exe:3.0:3.0|svchost.exe:0.9:0.6|explorer.exe:0.4:1.0,1,1
2025-11-24T11:47:49.438818,78.9,46.25,3987,8696,131,xmrig.exe:95.0:0.6|chrome.exe:2.4:1.9|svchost.exe:0.9:0.7|explorer.exe:0.8:0.8,1,1
2025-11-24T08:27:39.438818,27.86,59.12,7728,12817,102,chrome.exe:2.0:2.5|Code.exe:3.3:1.2|node.exe:0.5:0.5|explorer.exe:1.4:0.6|svchost.exe:0.7:0.8|steam.exe:2.7:1.8|discord.exe:0.9:1.1,0,0
2025-11-24T10:52:19.438818,57.49,67.59,3537,424,150,msbuild.exe:13.5:3.9|cl.exe:17.8:3.6|ffmpeg.exe:30.0:7.2|chrome.exe:1.4:2.7|Code.exe:1.7:1.7|python.exe:2.8:1.7,0,0
2025-11-24T10:00:49.438818,5.22,45.3,10149,22410,100,chrome.exe:3.4:3.3|Code.exe:0.9:0.8|node.exe:2.8:1.1|explorer.exe:0.7:0.4|svchost.exe:0.3:0.8,0,0
2025-11-24T10:31:39.438818,56.73,55.58,72412,294868,138,msbuild.exe:12.7:2.2|cl.exe:17.4:1.6|ffmpeg.exe:17.7:9.7|chrome.exe:3.2:1.1|Code.exe:1.3:1.3,0,0
2025-11-24T13:24:29.438818,97.64,41.84,64304,57509,143,xmrig.exe:93.5:2.5|chrome.exe:0.9:1.7|svchost.exe:0.0:0.4|explorer.exe:0.0:0.3,1,1
2025-11-24T13:04:39.438818,89.62,33.66,25312,64828,151,xmrig.exe:84.4:1.9|chrome.exe:4.3:1.3|svchost.exe:1.4:0.2|explorer.exe:0.4:0.9,1,1
2025-11-24T08:54:39.438818,31.52,52.13,16583,430,141,chrome.exe:6.4:2.4|Code.exe:1.6:2.2|node.exe:1.3:1.5|explorer.exe:1.0:1.1|svchost.exe:1.0:0.2|steam.exe:2.1:1.1,0,0
2025-11-24T11:42:59.438818,93.96,77.1,24706,45929,114,xmrig.exe:88.4:1.5|chrome.exe:3.9:2.1|svchost.exe:0.1:0.5|explorer.exe:0.2:0.8,1,1
2025-11-24T10:36:19.438818,90.0,59.62,22308,41668,154,msbuild.exe:31.7:2.7|cl.exe:9.2:2.3|ffmpeg.exe:34.4:5.4|chrome.exe:3.1:3.1|Code.exe:5.0:2.9|python.exe:10.6:2.7,0,0
2025-11-24T08:48:49.438818,24.96,36.16,6838,8867,126,chrome.exe:0.9:2.7|Code.exe:4.5:1.6|node.exe:1.4:1.9|explorer.exe:0.5:0.3|svchost.exe:0.0:0.4,0,0
2025-11-24T08:29:19.438818,44.41,42.98,6814,19137,143,chrome.exe:6.1:2.6|Code.exe:3.2:1.6|node.exe:2.9:1.6|explorer.exe:0.8:0.8|svchost.exe:0.6:0.7,0,0
2025-11-24T14:18:09.438818,93.69,27.63,30868,35964,90,miner.exe:71.5:0.4|chrome.exe:0.2:1.8|svchost.exe:0.9:0.1,0,1
2025-11-24T13:54:39.438818,83.57,52.0,32076,47598,161,xmrig.exe:95.1:1.9|chrome.exe:1.0:2.2|svchost.exe:1.5:0.4|explorer.exe:0.7:0.4,1,1
2025-11-24T08:16:09.438818,6.83,55.96,0,758,107,chrome.exe:5.8:1.9|Code.exe:2.1:2.9|node.exe:2.6:0.9|explorer.exe:0.9:1.2|svchost.exe:0.2:0.2|discord.exe:1.0:0.5,0,0
2025-11-24T10:21:29.438818,41.3,25.0,1909,0,153,chrome.exe:3.1:1.0|Code.exe:0.6:2.6|node.exe:1.0:1.8|explorer.exe:1.4:0.5|svchost.exe:0.4:0.2,0,0
2025-11-24T12:36:59.438818,98.77,55.98,17251,32010,125,miner.exe:73.8:0.9|chrome.exe:2.4:1.8|svchost.exe:0.8:0.5,0,1
2025-11-24T08:13:59.438818,21.49,52.0,6069,4062,114,chrome.exe:0.7:3.5|Code.exe:0.9:1.2|node.exe:2.0:0.8|explorer.exe:1.8:0.8|svchost.exe:0.6:0.8,0,0
2025-11-24T09:14:39.438818,5.0,42.59,2833,5427,105,chrome.exe:5.5:3.7|Code.exe:4.9:2.3|node.exe:0.6:1.1|explorer.exe:1.5:0.3|svchost.exe:0.4:0.4|steam.exe:0.1:1.5,0,0
2025-11-24T13:17:59.438818,88.6,20.37,23464,27003,121,miner.exe:80.1:1.1|chrome.exe:0.2:1.8|svchost.exe:0.1:0.4,0,1
2025-11-24T08:02:19.438818,25.65,70.0,7726,5816,79,chrome.exe:2.2:0.7|Code.exe:1.9:3.0|node.exe:1.0:1.7|explorer.exe:0.4:0.3|svchost.exe:1.0:0.2,0,0
2025-11-24T11:54:19.438818,95.98,54.06,57452,67456,127,xmrig.exe:90.7:1.3|chrome.exe:2.4:2.7|svchost.exe:0.3:0.6|explorer.exe:0.3:0.3,1,1
2025-11-24T07:20:19.438818,55.91,70.0,13680,0,137,chrome.exe:0.7:2.8|Code.exe:2.5:0.8|node.exe:1.2:1.9|explorer.exe:0.7:1.0|svchost.exe:0.2:0.8|steam.exe:0.9:1.7,0,0
2025-11-24T13:33:59.438818,89.48,21.51,29288,18159,161,xmrig.exe:94.5:0.6|chrome.exe:4.5:2.5|svchost.exe:1.2:0.7|explorer.exe:0.9:0.2,1,1
2025-11-24T08:40:49.438818,28.38,55.39,12343,8558,123,chrome.exe:5.4:0.5|Code.exe:4.5:0.9|node.exe:0.1:1.6|explorer.exe:1.7:0.7|svchost.exe:0.7:0.3|steam.exe:1.7:1.1,0,0
2025-11-24T10:36:09.438818,68.03,49.73,183459,89057,164,msbuild.exe:9.3:3.7|cl.exe:12.7:2.1|ffmpeg.exe:15.1:4.2|chrome.exe:5.5:4.6|Code.exe:1.9:0.9|python.exe:11.5:0.7,0,0
2025-11-24T14:17:39.438818,93.23,82.93,44725,28055,99,xmrig.exe:92.1:1.6|chrome.exe:4.2:2.1|svchost.exe:0.0:0.5|explorer.exe:1.0:1.0,1,1
2025-11-24T13:23:29.438818,86.46,48.9,21114,52383,164,xmrig.exe:91.4:0.7|chrome.exe:0.7:2.4|svchost.exe:0.6:0.5|explorer.exe:0.2:0.6,1,1
2025-11-24T07:58:59.438818,5.0,35.88,35914,42758,84,chrome.exe:0.1:2.7|Code.exe:2.6:1.3|node.exe:1.4:0.8|explorer.exe:0.3:0.9|svchost.exe:0.3:0.3|steam.exe:1.8:1.0,0,0
2025-11-24T13:59:49.438818,99.31,73.34,4753,7264,151,xmrig.exe:85.0:0.8|chrome.exe:1.8:1.9|svchost.exe:1.3:0.4|explorer.exe:0.5:0.3,1,1
2025-11-24T07:16:09.438818,29.21,35.66,3245,0,107,chrome.exe:0.2:3.4|Code.exe:2.0:0.8|node.exe:3.5:1.6|explorer.exe:1.9:1.1|svchost.exe:0.7:0.7,0,0
2025-11-24T09:47:19.438818,51.77,45.2,0,0,81,chrome.exe:2.3:3.3|Code.exe:3.4:2.2|node.exe:0.6:0.9|explorer.exe:0.0:0.9|svchost.exe:1.0:0.2|steam.exe:0.4:1.8,0,0
2025-11-24T13:17:19.438818,88.79,32.95,21994,33295,164,xmrig.exe:91.7:1.5|chrome.exe:0.7:0.9|svchost.exe:0.5:0.7|explorer.exe:1.0:0.9,1,1
2025-11-24T13:02:09.438818,87.34,41.54,27478,23945,126,xmrig.exe:86.8:1.0|chrome.exe:4.4:2.0|svchost.exe:1.2:0.5|explorer.exe:0.6:0.2,1,1
2025-11-24T10:39:49.438818,90.0,55.44,182976,276791,150,msbuild.exe:11.6:4.9|cl.exe:13.3:0.9|ffmpeg.exe:23.7:7.7|chrome.exe:4.8:2.9|Code.exe:0.9:1.7,0,0
2025-11-24T11:59:49.438818,98.17,82.46,33268,38439,171,xmrig.exe:97.1:2.6|chrome.exe:0.6:1.0|svchost.exe:1.4:0.3|explorer.exe:0.4:0.2,1,1
2025-11-24T10:37:39.438818,47.81,38.97,15149,3115,188,msbuild.exe:10.2:6.0|cl.exe:15.2:3.8|ffmpeg.exe:28.2:6.7|chrome.exe:4.8:2.2|Code.exe:5.4:0.9,0,0
2025-11-24T12:39:29.438818,99.25,74.63,88,58250,99,xmrig.exe:99.3:0.7|chrome.exe:2.6:2.7|svchost.exe:0.7:0.6|explorer.exe:0.2:0.3,1,1
2025-11-24T12:24:59.438818,92.49,36.75,22407,41865,90,xmrig.exe:93.6:1.8|chrome.exe:3.1:2.1|svchost.exe:1.3:0.4|explorer.exe:0.1:1.0,1,1
2025-11-24T08:56:49.438818,63.59,39.06,4122,29953,122,chrome.exe:1.4:3.1|Code.exe:4.2:0.8|node.exe:1.1:0.9|explorer.exe:0.7:0.8|svchost.exe:0.7:0.5|discord.exe:0.2:1.2,0,0
2025-11-24T07:54:39.438818,27.11,25.0,5937,26696,126,chrome.exe:5.0:2.0|Code.exe:4.6:1.3|node.exe:2.7:0.6|explorer.exe:1.5:0.3|svchost.exe:0.7:0.3|discord.exe:1.7:0.6,0,0
2025-11-24T10:42:19.438818,86.0,60.84,0,46856,152,msbuild.exe:30.5:4.8|cl.exe:11.8:3.1|ffmpeg.exe:31.5:6.4|chrome.exe:2.7:2.7|Code.exe:1.5:2.3,0,0
2025-11-24T08:28:09.438818,32.66,60.46,15506,0,94,chrome.exe:2.1:3.7|Code.exe:2.0:2.2|node.exe:2.5:1.8|explorer.exe:0.3:0.5|svchost.exe:0.4:0.3,0,0
2025-11-24T11:38:49.438818,98.03,25.2,31268,39268,138,xmrig.exe:77.7:1.7|chrome.exe:3.2:2.0|svchost.exe:1.5:0.7|explorer.exe:0.8:0.9,1,1
2025-11-24T10:45:09.438818,88.35,41.05,4554,108989,157,msbuild.exe:23.3:4.6|cl.exe:8.5:3.5|ffmpeg.exe:31.0:8.7|chrome.exe:9.7:1.0|Code.exe:3.9:1.7|python.exe:13.2:1.7,0,0
2025-11-24T09:29:09.438818,30.0,44.48,5833,5265,134,chrome.exe:1.6:1.0|Code.exe:3.4:2.7|node.exe:3.0:0.8|explorer.exe:0.8:0.7|svchost.exe:0.6:0.7|steam.exe:2.3:1.6|discord.exe:1.9:1.0,0,0
2025-11-24T13:52:49.438818,90.76,61.27,2924,36057,101,xmrig.exe:96.5:0.6|chrome.exe:3.4:2.4|svchost.exe:1.3:0.7|explorer.exe:0.8:0.3,1,1
2025-11-24T12:30:49.438818,95.87,84.12,32367,49282,125,xmrig.exe:98.5:2.4|chrome.exe:2.4:0.8|svchost.exe:0.3:0.3|explorer.exe:0.7:0.5,1,1
2025-11-24T12:23:49.438818,86.74,33.01,33229,40623,153,xmrig.exe:81.4:2.5|chrome.exe:2.8:1.3|svchost.exe:0.6:0.3|explorer.exe:0.3:0.9,1,1
2025-11-24T07:41:19.438818,26.18,25.0,3941,251970,76,chrome.exe:5.3:2.8|Code.exe:0.1:2.3|node.exe:1.7:0.9|explorer.exe:1.1:0.7|svchost.exe:0.2:0.6,0,0
2025-11-24T09:31:19.438818,60.0,62.76,8401,39015,143,chrome.exe:7.0:2.4|Code.exe:4.5:2.2|node.exe:0.4:1.0|explorer.exe:1.9:0.5|svchost.exe:0.9:0.2,0,0
2025-11-24T08:38:49.438818,41.24,37.93,1718,1297,160,chrome.exe:6.2:1.4|Code.exe:2.4:1.4|node.exe:3.5:1.4|explorer.exe:0.3:0.3|svchost.exe:0.6:0.1,0,0
2025-11-24T11:25:19.438818,74.6,79.9,13135,56288,149,msbuild.exe:11.4:4.4|cl.exe:15.9:1.7|ffmpeg.exe:24.5:7.6|chrome.exe:5.6:1.6|Code.exe:2.8:0.8|python.exe:8.7:2.0,0,0
